Keywords_relevance,Hashtags_relevance,binary_Mentions_relevance,Interaction_rate,Mention_count,Followers_Followings,Seniority,Listed_count,Length,binary_Hashtags,binary_URL,binary_Multimdia,Popularity,Relevance
54,0,1,0.11,2,626,5,2457,102,0,1,0,78,1
54,0,0,0.04,1,45,8,1982,139,0,1,0,10,0
3,0,0,0.25,0,2658,8,21552,113,0,1,0,28,0
0,0,1,0.1,1,356,8,4469,136,0,1,0,31,1
1,0,0,0.16,2,626,5,2457,138,0,0,0,3813,0
0,0,0,0.67,0,239,6,1028,115,0,0,0,7,0
0,0,1,0.39,0,16,5,750,78,0,1,0,8,1
0,0,0,0,0,10,2,11,91,0,1,0,0,0
0,0,0,0,0,2,7,75,74,0,0,0,1,0
1,0,0,0.85,0,0,3,9,122,0,0,1,1,1
0,0,0,0,0,2,7,75,76,0,1,0,1,0
0,0,0,0.11,0,37,4,356,24,0,1,0,2,0
2,0,0,0.4,0,429,1,853,107,1,0,1,505,1
56,0,0,0.04,1,45,8,1982,110,0,0,0,9,0
0,0,0,0,0,30369,8,5778,131,1,0,1,1270,0
0,0,0,0,0,49474,9,45067,77,0,0,0,2125,1
0,0,0,0,0,1625,7,2908,120,0,1,0,37,0
0,0,0,0,0,45440,7,1559,123,0,1,0,3,0
0,0,0,0,0,0,7,81782,140,0,0,0,58338,1
0,0,0,0,0,17094,9,90482,139,0,1,0,334,0
0,0,0,0,0,26646,3,39146,84,1,1,0,3259,0
0,0,0,0,0,2967,8,29574,87,1,0,0,2106,1
0,0,0,0,0,26646,3,39146,128,1,0,0,4992,0
0,0,0,0,0,638,7,612,24,0,1,0,3,0
0,0,0,1,0,49474,9,45067,133,0,0,0,3383,1
0,0,0,0,0,742,8,2813,130,1,0,1,50,0
0,0,0,0,0,3679,7,20632,133,1,1,0,2332,0
0,0,0,1,0,49474,9,45067,124,0,0,0,5242,1
0,0,0,0,0,2352,4,1343,61,0,1,0,208,0
0,0,0,0,0,30,7,398,93,0,1,0,3,0
1,1,0,0,0,2,2,6,52,1,1,0,2,1
0,0,0,0,0,26646,3,39146,119,0,0,1,17283,0
0,0,0,0,0,26646,3,39146,130,0,1,0,12860,0
0,0,0,1,0,49474,9,45067,76,0,0,0,3510,1
0,0,0,0,0,5,7,128,140,0,1,0,2,0
0,0,0,0,0,2352,4,1343,24,0,1,0,64,0
0,0,0,1,0,49474,9,45067,78,0,1,0,393,1
0,0,0,0,0,2352,4,1343,24,0,1,0,132,0
0,0,0,0,0,17094,9,90482,100,0,1,0,130,0
1,4,0,1,1,2,2,6,120,1,1,0,1,1
0,0,0,0,0,742,8,2813,138,1,1,0,2384,0
0,0,0,0,0,26,0,20,104,0,0,1,21,0
0,0,0,1,0,2967,8,29574,134,0,1,0,4388,1
0,0,0,0,0,3679,7,20632,124,1,0,1,428,0
0,0,0,0,0,242,7,5444,91,0,1,0,6,0
0,0,0,0,0,26646,3,39146,135,0,1,0,5338,1
0,0,0,0,0,742,8,2813,121,0,1,0,72,0
0,0,0,0,0,11,6,610,115,1,1,0,39,0
0,0,0,1,0,49474,9,45067,66,0,0,0,1527,1
0,0,0,0,0,506919,9,2560,72,0,0,1,570,0
0,0,0,0,0,17094,9,90482,121,0,1,0,178,0
0,0,1,1,2,2,2,6,118,0,1,0,1,1
0,0,0,0,0,18753,7,24188,57,1,0,1,2890,0
1,0,0,0,0,567,5,2164,63,0,1,0,1985,0
2,0,0,1,2,2,2,6,116,0,1,0,1,1
0,0,0,0,0,4629,6,8967,71,1,0,0,20774,0
0,0,0,0,0,17094,9,90482,138,0,1,0,318,0
0,0,0,1,0,49474,9,45067,40,0,0,0,3031,1
0,0,0,0,0,17094,9,90482,135,0,1,0,619,0
0,0,0,0,0,11,6,610,116,1,1,0,17,0
0,0,0,1,0,49474,9,45067,84,0,0,0,2732,1
0,0,0,0,0,506919,9,2560,53,0,0,1,925,0
0,0,0,0.2,0,26646,3,39146,131,1,0,0,8628,0
3,0,0,1,0,49474,9,45067,73,0,0,0,2080,1
1,0,0,0.17,0,26646,3,39146,117,1,0,1,8022,0
0,0,0,0.14,0,26646,3,39146,121,0,1,0,13351,0
0,6,0,1,2,2,2,6,115,1,1,0,2,1
0,0,0,0,0,638,7,612,37,0,1,0,32,0
1,0,0,0.13,0,26646,3,39146,114,0,0,1,16679,0
0,0,0,1,0,49474,9,45067,116,0,0,0,1811,1
0,0,0,0,0,3679,7,20632,76,1,0,1,274,0
0,0,0,0,0,71,7,385,139,1,0,0,11,0
0,0,0,1,0,2967,8,29574,51,0,0,0,1571,1
0,0,0,1,0,2967,8,29574,139,0,1,0,115,0
0,0,0,0.11,0,26646,3,39146,139,0,1,0,13841,0
0,0,0,1,0,49474,9,45067,35,0,1,0,190,1
0,0,0,0.1,0,26646,3,39146,136,0,1,0,9657,0
0,0,0,0,0,32616,7,32873,23,0,0,1,9517,0
0,1,0,0.75,0,2967,8,29574,140,1,0,0,3318,1
0,0,0,0,0,17094,9,90482,126,0,1,0,175,0
0,0,0,0,0,506919,9,2560,43,0,0,1,713,0
0,0,0,1,0,49474,9,45067,46,0,1,0,237,1
0,0,0,0,0,11,6,610,116,1,0,1,374,0
0,0,0,0.09,0,26646,3,39146,139,0,1,0,23933,0
0,8,0,1,3,2,2,6,111,1,1,0,2,1
0,0,0,0,0,7814,7,14822,55,1,0,1,2599,0
0,0,0,1,0,49474,9,45067,87,0,1,0,231,0
1,0,0,0.92,0,49474,9,45067,62,0,0,0,3391,1
0,0,0,0.93,0,49474,9,45067,139,0,1,0,5396,0
0,0,0,0,0,742,8,2813,139,1,1,0,17,0
2,10,0,0,0,32,7,268,136,1,0,1,44,1
0,0,0,0,0,4,7,231,125,1,0,1,7,0
0,0,0,0,0,30,7,398,71,0,1,0,3,0
0,0,0,0.87,0,49474,9,45067,116,0,0,0,6263,1
0,0,0,0,0,12,8,439,117,1,0,1,2,0
0,0,0,0,0,5,3,112,122,1,0,1,50,0
0,0,0,0,0,7814,7,14822,138,0,1,0,438,1
0,0,0,0,0,45440,7,1559,123,0,1,0,5,0
0,0,0,0,0,506919,9,2560,49,0,0,1,1123,0
0,0,0,0.5,0,7814,7,14822,140,1,0,1,16007,1
0,0,0,0,0,23,7,154,107,1,1,0,1,0
2,0,0,0.67,0,7814,7,14822,138,0,1,0,495,0
1,0,0,0,0,42891,8,7659,137,0,1,0,1125,1
0,0,0,0.88,0,49474,9,45067,57,0,1,0,193,0
0,0,0,0,0,17094,9,90482,97,0,1,0,200,0
0,0,0,0.82,0,49474,9,45067,130,0,0,0,7051,1
0,0,0,0.5,0,7814,7,14822,119,0,0,1,1719,0
4,0,0,0,0,2352,4,1343,75,0,1,0,215,0
0,0,0,0,0,4629,6,8967,61,0,0,0,5790,1
0,0,0,0,0,26,0,20,122,0,1,0,1,0
0,0,0,0,0,9,7,2496,109,0,0,1,64,0
0,2,0,0.4,0,7814,7,14822,86,1,0,1,6078,1
0,0,0,0,0,17094,9,90482,128,0,1,0,132,0
0,0,0,0,0,506919,9,2560,50,0,0,1,492,0
0,12,0,1,3,2,2,6,114,1,1,0,3,1
0,0,0,0,0,1561,7,6342,140,1,1,0,678,0
0,0,0,0,0,1561,7,6342,139,0,1,0,586,0
0,0,0,0.83,0,49474,9,45067,28,0,1,0,509,1
2,0,0,0,0,1561,7,6342,117,0,0,0,878,0
0,0,0,0,0,165,5,3046,132,0,1,0,187,0
1,0,0,0.8,0,2967,8,29574,119,0,0,0,3468,1
0,0,0,0,0,17094,9,90482,134,0,1,0,245,0
0,0,0,0,0,75,5,384,39,0,1,0,27,0
0,0,0,0.84,0,49474,9,45067,83,0,0,0,4261,1
0,0,0,0,0,1602,8,9570,65,1,0,1,4824,0
0,0,0,0,0,506919,9,2560,99,0,0,1,1278,0
0,0,0,0.83,0,2967,8,29574,119,1,0,0,2364,1
0,0,0,0,0,17094,9,90482,121,0,1,0,209,0
0,0,0,0,0,567,6,2164,62,0,0,0,2453,0
0,14,0,1,3,2,3,6,137,1,1,0,2,1
0,0,0,0,0,506919,10,2560,78,0,0,1,401,0
0,0,0,0,0,2071,8,8048,5,0,0,0,3756,0
2,15,0,1,3,2,3,6,129,1,1,0,4,1
0,0,0,0,0,3380,5,528,108,0,1,0,215,0
0,0,0,0,0,75,6,384,89,1,1,0,33,0
0,16,0,1,3,2,3,6,120,1,1,0,2,1
0,0,0,0,0,1561,8,6342,136,0,1,0,1673,0
0,0,0,0,0,1561,8,6342,73,0,0,1,891,0
0,17,0,1,3,2,3,6,140,1,1,0,4,1
0,0,0,0,0,3,8,60,94,0,1,0,1,0
0,0,0,0,0,25919,8,36720,34,0,0,0,1696,0
0,0,0,1,0,0,8,81782,86,0,0,0,51697,1
0,0,0,0,0,45440,8,1559,124,0,1,0,2,0
1,0,0,0,0,397,8,1290,138,1,0,0,99,0
0,0,0,0.86,0,2967,9,29574,129,0,0,0,5340,1
0,0,0,0,0,18753,8,24188,125,1,0,1,645,0
0,0,0,0.88,0,2967,9,29574,130,1,0,0,182,0
0,0,0,0,0,506919,10,2560,68,0,0,1,453,0
0,0,0,0,0,1561,8,6342,139,0,1,0,5461,1
5,0,0,0,0,567,6,2164,46,0,1,0,1810,0
0,0,0,0.85,0,49474,10,45067,79,0,1,0,866,1
0,0,0,0,0,638,8,612,126,0,1,0,31,0
0,0,0,0,0,919,8,11548,49,0,0,1,783,0
1,0,0,0.17,0,1561,8,6342,139,1,1,0,1459,1
0,0,0,0,0,6193,8,16078,113,0,1,0,824,0
0,0,0,0,0,242,8,5444,123,0,1,0,258,0
0,0,0,0.86,0,49474,10,45067,95,1,0,0,3275,1
0,0,0,0,0,742,9,2813,104,0,1,0,28,0
2,0,0,0,0,45440,8,1559,124,0,1,0,3,0
0,0,0,0.86,0,49474,10,45067,69,0,0,0,5962,1
0,0,0,0.5,0,4629,7,8967,98,0,1,0,27232,0
0,0,0,0,0,5,8,128,134,0,1,0,2,0
0,0,0,0.87,0,49474,10,45067,63,0,1,0,215,1
1,0,0,0.88,0,49474,10,45067,69,0,1,0,223,1
0,0,0,0.33,0,4629,7,8967,33,0,1,0,2098,0
0,0,0,0.78,0,2967,9,29574,108,1,0,0,1079,0
0,0,0,0.88,0,49474,10,45067,69,0,0,0,3774,1
0,0,0,0,0,11,9,764,130,1,1,0,6,0
2,0,0,0,0,18753,8,24188,134,1,0,1,1306,0
1,0,0,0.29,0,1561,8,6342,132,0,0,0,4597,1
0,0,0,0.38,0,1561,8,6342,130,0,0,0,7580,0
5,0,0,0,0,71,8,385,91,1,1,0,1,0
0,0,0,0,0,16,8,393,139,0,1,0,168,1
0,0,0,0,0,75,6,384,65,1,1,0,39,0
0,0,0,0,0,18006,8,3626,38,0,0,1,7451,0
0,0,0,0,0,506919,10,2560,55,0,0,1,1348,1
2,0,0,0,0,3679,8,20632,90,0,0,1,275,0
0,0,0,0,1,131,9,1499,137,1,1,0,82,0
0,0,0,0.33,0,1561,8,6342,114,0,1,0,791,1
0,0,0,0,0,1602,9,9570,54,0,0,1,2315,0
0,0,0,0,0,2071,8,8048,39,0,1,0,34828,0
1,0,0,0.88,0,49474,10,45067,49,0,1,0,503,1
0,0,0,0.89,0,49474,10,45067,17,0,0,0,18,0
0,0,0,0.86,0,49474,10,45067,63,0,1,0,233,0
0,0,0,0.83,0,49474,10,45067,59,0,1,0,1159,1
0,0,0,0.11,0,506919,10,2560,63,0,0,1,1029,0
0,0,0,0,0,26,1,20,139,0,1,0,7,0
0,0,0,0,0,5,4,112,127,1,1,0,24,1
0,0,0,0,0,45440,8,1559,128,0,1,0,9,0
0,0,0,0,0,742,9,2813,138,1,1,0,49,0
0,0,0,0.83,0,49474,10,45067,64,0,0,0,7753,1
0,0,0,0.7,0,2967,9,29574,125,0,1,0,749,0
0,0,0,0,0,5,8,128,137,1,1,0,2,0
3,0,0,0,0,30369,9,5778,121,0,1,0,5368,1
2,0,0,0.5,1,7814,8,14822,139,0,1,0,2688,0
0,0,0,0.25,0,4629,7,8967,50,0,1,0,1703,0
0,0,0,0,1,131,9,1499,138,1,1,0,109,1
0,0,0,0,0,742,9,2813,139,0,1,0,47,0
0,0,0,0,0,1602,9,9570,56,0,0,1,2502,0
2,0,0,0.84,0,49474,10,45067,66,0,1,0,589,1
0,0,0,0,0,3380,5,528,139,1,1,0,319,0
0,0,0,0.64,0,2967,9,29574,57,1,0,0,112,0
0,0,0,0.5,0,30369,9,5778,24,0,1,0,1287,1
0,0,0,0,0,242,8,5444,68,0,1,0,16,0
0,0,0,0.58,0,2967,9,29574,23,0,1,0,170,0
0,0,0,0.84,0,49474,10,45067,119,0,0,0,9293,1
0,0,0,0,0,950,8,4632,78,0,1,0,778,0
0,0,0,0.85,0,49474,10,45067,47,1,1,0,169,0
0,0,0,0.82,0,49474,10,45067,61,0,0,0,10087,1
0,1,0,0.5,0,5,4,112,122,1,1,0,5,0
0,0,0,0,0,63757,4,13539,120,0,0,0,2717,0
0,0,0,0.83,0,49474,10,45067,30,0,0,0,3730,1
0,0,0,0,0,6193,8,16078,135,1,0,1,3435,0
0,0,0,0,0,165,6,3046,137,0,1,0,300,0
0,0,0,0,0,1074,8,28916,122,0,1,0,225,1
5,0,0,0,0,241,8,1894,61,0,0,0,5,0
0,0,0,0,0,30,8,398,34,0,0,0,4,0
3,0,0,1,3,2,3,6,118,0,1,0,4,1
0,0,0,1,0,32,8,268,138,0,1,0,88,0
2,0,0,0,0,45440,8,1559,122,0,1,0,4,0
1,0,0,1,0,0,8,81782,87,0,0,0,65599,1
0,0,0,0,0,45440,8,1559,121,0,1,0,5,0
0,0,0,0,0,25919,8,36720,118,0,0,1,31303,0
0,0,0,0.83,0,49474,10,45067,88,0,0,0,5267,1
0,0,0,0,0,17264,0,5682,139,0,0,0,237,0
0,0,0,0,0,2071,8,8048,31,0,1,0,63990,0
0,0,0,0,0,144,9,122093,23,0,0,1,9112,1
0,0,0,0.4,0,1561,8,6342,115,0,1,0,1282,0
0,0,0,0,0,23,8,154,115,1,1,0,0,0
0,0,0,0.84,0,49474,10,45067,140,0,0,0,4789,1
0,0,0,0.54,0,2967,9,29574,124,1,1,0,134,0
0,0,0,0,0,1,4,238,127,1,0,1,10,0
1,0,0,0.5,0,2967,9,29574,62,0,0,0,6246,1
0,20,0,0,0,5,8,128,134,1,1,0,5,0
0,0,0,0,0,742,9,2813,139,0,1,0,68,0
5,0,0,0.84,0,49474,10,45067,45,0,0,0,5587,1
4,0,0,1,3,2,3,6,131,0,0,0,0,0
1,0,0,0,0,3380,5,528,139,1,1,0,109,0
0,0,0,0.85,0,49474,10,45067,101,0,0,1,4911,1
0,0,0,0.5,0,32,8,268,138,0,1,0,49,0
2,0,0,0,0,242,8,5444,93,0,1,0,9,0
0,0,0,0.85,0,49474,10,45067,72,0,0,0,5125,1
0,0,0,0.33,0,32,8,268,136,0,1,0,37,0
0,1,0,0.5,1,131,9,1499,43,1,0,1,79,1
0,0,0,0,0,17264,0,5682,106,0,0,0,63,0
0,0,0,0,0,45440,8,1559,127,0,1,0,3,0
1,0,0,0.85,0,49474,10,45067,94,0,1,0,446,1
0,0,0,0,0,11216,6,9902,138,1,1,0,3560,0
0,0,0,0,0,536,1,2008,123,0,1,0,2110,0
0,20,0,0,0,5,8,128,106,1,1,0,2,1
0,0,0,0,0,26,1,20,79,0,1,0,16,0
0,0,0,1,0,1074,8,28916,86,0,1,0,44,0
0,0,0,0.92,3,2,3,6,120,0,1,0,1,1
0,0,0,0,0,63757,4,13539,115,0,0,0,7427,0
0,0,0,0,0,15,4,788,92,0,1,0,46,0
3,0,0,0.36,0,1561,8,6342,139,0,1,0,1571,1
1,0,0,0.43,1,7814,8,14822,117,0,1,0,1365,0
0,0,0,0,0,11216,6,9902,139,0,1,0,31959,0
0,0,0,0.53,0,2967,9,29574,80,0,1,0,710,1
0,0,0,0,0,32616,8,32873,67,0,1,0,992,0
0,0,0,0,0,567,6,2164,48,0,0,0,4380,0
1,0,0,0.42,0,1561,8,6342,139,0,0,0,10379,1
0,0,0,0,0,567,6,2164,116,0,0,0,1435,0
0,0,0,1,0,144,9,122093,40,0,0,1,9779,0
0,0,0,0.86,0,49474,10,45067,120,0,0,0,9792,1
1,0,0,0,0,75,6,384,37,0,1,0,68,0
0,0,0,0,0,11,9,764,137,0,1,0,31,0
0,0,0,0.56,0,2967,9,29574,58,1,0,0,2230,1
0,0,0,0,0,4,7,30,45,0,0,1,88,0
0,0,0,0.67,0,30369,9,5778,129,0,1,0,402,0
0,0,0,0.86,0,49474,10,45067,94,0,0,0,10206,1
0,0,0,0,0,536,1,2008,66,0,1,0,596,0
0,0,0,0,0,242,8,5444,24,0,1,0,5,0
0,0,0,0.86,0,49474,10,45067,106,0,0,0,4159,1
0,0,0,0,0,71,8,385,55,0,1,0,1,0
2,0,0,0.46,0,1561,8,6342,120,1,0,0,2817,0
0,0,0,0.59,0,2967,9,29574,78,0,0,0,3161,1
2,25,0,0.2,1,5,8,128,129,1,0,0,2,0
0,0,0,0,0,45440,8,1559,127,0,1,0,5,0
0,0,0,0.87,0,49474,10,45067,54,0,1,0,467,1
0,0,0,0.38,1,7814,8,14822,104,1,0,1,3046,0
0,0,0,0,0,15,4,788,68,0,1,0,37,0
0,0,0,0.87,0,49474,10,45067,46,0,0,0,10221,1
0,0,0,0,0,11,9,764,138,1,1,0,32,0
0,0,0,0,0,45440,8,1559,127,0,1,0,3,0
0,0,0,0.87,0,49474,10,45067,94,0,0,0,8474,1
0,0,0,0,0,26,1,20,101,1,0,1,395,0
0,0,0,0,0,51,8,15432,112,1,1,0,40,0
5,23,0,0.93,4,2,3,6,114,1,1,0,3,1
0,0,0,0.5,0,1074,8,28916,63,0,1,0,61,0
0,0,0,0,0,17264,0,5682,137,0,0,0,4500,0
0,0,0,0.33,1,7814,8,14822,120,0,1,0,4081,1
0,0,0,0,0,45440,8,1559,140,0,1,0,5,0
6,0,0,0.61,0,2967,9,29574,106,1,1,0,297,0
3,0,0,0.43,0,1561,8,6342,132,1,0,0,1555,1
2,0,0,0,0,536,1,2008,136,0,0,0,417,0
0,0,0,0,0,165,6,3046,128,0,1,0,146,0
0,0,0,0.88,0,49474,10,45067,61,0,0,0,10779,1
0,0,0,0,0,18006,8,3626,72,1,0,1,24262,0
2,0,0,0,0,45440,8,1559,130,0,1,0,5,0
4,0,0,0.47,0,1561,8,6342,138,0,1,0,10542,1
0,0,0,0.1,0,506919,10,2560,61,0,0,1,1078,0
0,0,0,0.4,1,7814,8,14822,139,0,1,0,2411,0
7,0,0,0.5,0,1561,8,6342,95,0,1,0,1124,1
0,0,0,0,0,18006,8,3626,139,1,1,0,46025,0
0,0,0,0,0,15,4,788,125,0,1,0,32,0
2,0,0,0.53,0,1561,8,6342,131,1,0,0,5613,1
0,0,0,0,0,3960,5,9316,130,1,0,0,539,0
0,0,0,0,0,11,8,198,73,0,0,1,20,0
0,0,0,0.88,0,49474,10,45067,89,0,0,0,2909,1
0,0,0,0,0,6,8,290,138,1,1,0,0,0
2,0,0,0,0,17264,0,5682,139,0,1,0,933,0
2,0,0,0.88,0,49474,10,45067,139,0,1,0,2690,1
0,0,0,0,0,15,4,788,65,0,1,0,17,0
0,0,0,0.36,1,7814,8,14822,105,0,1,0,2041,0
0,0,0,0.88,0,49474,10,45067,129,0,0,0,5316,1
0,0,0,0.88,0,49474,10,45067,23,0,1,0,216,0
0,0,0,0,0,242,8,5444,36,0,1,0,9,0
0,0,0,0.33,0,1074,8,28916,57,0,1,0,83,1
0,0,0,0,0,3960,5,9316,140,0,1,0,3788,0
0,0,0,0,0,6,8,290,139,0,1,0,5,0
0,0,0,0.87,0,49474,10,45067,76,1,0,0,6956,1
0,0,0,0,0,15,4,788,118,0,1,0,11,0
0,0,0,0,0,11,8,198,23,0,1,0,1,0
1,0,0,0,0,15,4,788,70,0,1,0,3,1
0,0,0,0,0,19887,9,55229,84,0,1,0,137,0
2,0,0,0.33,1,7814,8,14822,130,1,1,0,2092,0
0,26,0,0.93,5,2,3,6,111,1,1,0,4,1
1,0,0,0,0,6,8,290,138,1,1,0,4,0
0,0,0,1,0,0,8,81782,124,0,0,0,44132,0
0,0,0,0,0,19887,9,55229,87,1,1,0,1849,1
0,0,0,0.5,0,19887,9,55229,102,0,1,0,369,0
0,0,0,0,0,536,1,2008,138,0,1,0,606,0
0,1,0,0.87,0,49474,10,45067,66,1,0,0,3015,1
0,0,0,0.17,0,15,4,788,105,0,1,0,61,0
0,0,0,0,0,11216,6,9902,113,1,1,0,812,0
0,0,0,0.87,0,49474,10,45067,103,0,0,0,8922,1
0,0,0,0.14,0,15,4,788,96,0,1,0,12,0
2,0,0,0.13,0,15,4,788,79,0,1,0,39,0
1,0,0,0.33,0,19887,9,55229,135,0,1,0,539,1
0,0,0,0.2,0,4629,7,8967,28,0,1,0,5759,0
0,0,0,0,0,25919,8,36720,116,0,1,0,1601,0
2,0,0,0.75,0,0,8,81782,73,0,0,0,62568,1
0,0,0,0.17,0,4629,7,8967,114,0,1,0,698,0
0,0,0,0.5,0,19887,9,55229,82,0,1,0,227,0
0,0,0,0.88,0,49474,10,45067,136,0,1,0,3414,1
0,0,0,0,0,18753,8,24188,117,1,0,1,443,0
0,0,0,0.11,0,15,4,788,71,0,1,0,14,0
0,0,0,0.17,1,5,8,128,138,0,1,0,17,1
0,0,0,0,0,6,8,290,68,1,1,0,1,0
0,0,0,0,0,68,7,144,71,1,1,0,3,0
5,0,0,0.56,0,1561,8,6342,139,1,0,0,27056,1
6,1,0,0.58,0,1561,8,6342,136,1,0,0,20013,0
0,0,0,0.31,1,7814,8,14822,81,0,1,0,1674,0
1,0,0,0.4,0,19887,9,55229,63,0,1,0,538,1
0,0,0,0.58,0,2967,9,29574,126,1,1,0,687,0
0,0,0,0,0,12,9,439,19,0,0,0,6,0
9,0,0,0.55,0,1561,8,6342,138,0,1,0,2194,1
0,0,0,0,0,447410,10,181851,139,0,1,0,1168,0
4,0,0,0,1,742,9,2813,139,0,1,0,54,0
1,35,1,0,0,6,8,290,139,1,0,0,4,1
2,37,0,0.94,6,2,3,6,114,1,1,0,1,0
2,0,0,0,0,2352,5,1343,78,1,1,0,204,0
3,0,0,0.8,0,0,8,81782,110,0,0,0,55725,1
0,0,0,0,1,567,6,2164,14,0,0,0,3406,0
4,0,0,0,0,165,6,3046,137,1,0,0,2494,0
0,0,0,0,0,47,8,516,138,0,1,0,5,1
0,0,0,0.5,0,19887,9,55229,119,0,1,0,544,0
0,0,0,0,1,742,9,2813,138,0,1,0,119,0
2,0,0,0.57,0,1561,8,6342,138,0,0,0,34341,1
0,0,0,0,0,1602,9,9570,63,1,0,1,8323,0
0,0,0,0,0,242,8,5444,34,0,1,0,7,0
0,0,0,0.88,0,49474,10,45067,105,0,0,1,1548,1
0,0,0,0,0,75,6,384,70,1,1,0,31,0
0,0,0,0.1,0,15,4,788,69,0,1,0,22,0
0,0,0,0.88,0,49474,10,45067,140,0,0,1,5866,1
0,0,0,0,0,447410,10,181851,137,0,1,0,410,0
0,0,0,0,0,3960,5,9316,67,0,1,0,5360,0
0,0,0,0.59,0,1561,8,6342,70,0,0,0,19711,1
0,0,0,0,0,447410,10,181851,137,0,1,0,1789,0
0,0,0,0,0,2,8,561,88,0,1,0,9,0
0,0,0,0,0,6188,8,24238,115,1,1,0,224,1
0,0,0,0,0,1,7,286,139,1,0,1,0,0
0,0,0,0,0,1,7,286,136,1,0,1,0,0
0,0,0,0,0,5050,8,5189,86,0,0,0,74,1
0,0,0,0,0,1,7,286,136,1,0,1,0,0
0,0,0,0,0,3,3,161,137,1,1,0,0,0
0,0,0,0,0,1,7,57,132,1,1,0,4,1
0,0,0,0,0,34,6,1017,118,1,1,0,8,0
0,0,0,0,0,0,2,75,60,0,1,0,0,0
0,0,0,0,0,1,7,286,89,1,1,0,3,1
0,0,0,0,0,5,3,258,56,1,1,0,0,0
0,0,0,0,0,9,3,105,130,1,1,0,5,0
0,0,0,0,0,0,5,216,72,1,1,0,4,1
0,0,0,0,0,2,5,329,136,1,1,0,1,0
0,0,0,0,0,5,3,258,47,1,1,0,1,0
0,0,0,1,0,6188,8,24238,139,1,1,0,546,1
0,0,0,0,0,62,8,2670,137,0,1,0,215,0
0,0,0,0,0,71,6,274,135,0,1,0,3,0
0,0,0,0,0,71,6,274,63,0,1,0,3,1
0,0,0,0,0,3,6,78,138,1,1,0,4,0
0,0,0,0,0,3,7,37,114,1,1,0,0,0
0,0,0,1,0,5050,8,5189,126,0,1,0,129,1
0,0,0,0,0,9,3,105,101,1,1,0,3,1
0,0,0,0,0,439,8,969,109,0,1,0,24,0
0,0,0,1,0,5050,8,5189,139,0,1,0,68,0
1,0,0,0.67,0,5050,8,5189,140,0,1,0,48,1
3,0,0,0.75,0,5050,8,5189,137,0,1,0,82,0
0,0,0,0.25,0,1,7,286,118,1,1,0,1,0
0,0,0,0,0,62,8,2670,138,1,0,1,50,1
0,0,0,0,0,10,7,65,100,0,1,0,1,0
0,0,0,0.5,0,71,6,274,81,0,1,0,0,0
0,0,0,0,0,141,4,983,103,1,1,0,42,1
0,0,0,0,0,14,7,989,121,0,1,0,4,0
1,0,0,0.6,0,5050,8,5189,127,0,1,0,103,0
0,1,0,0,0,34,6,1017,137,1,1,0,4,1
0,0,0,0,0,1,5,196,136,0,1,0,0,0
0,0,0,0,0,2,5,329,136,1,1,0,0,0
2,0,0,0.5,0,9,3,105,118,0,1,0,5,1
0,0,0,0,0,5,3,258,126,1,1,0,1,0
0,0,0,0,0,0,4,19,140,0,1,0,2,0
0,0,0,0,0,17,7,325,139,0,1,0,11,1
0,0,0,0,0,14,7,989,139,0,1,0,10,0
1,0,0,0.5,0,5050,8,5189,119,1,1,0,68,0
0,0,0,0.43,0,5050,8,5189,137,0,1,0,78,1
0,0,0,0,0,168,8,1148,78,1,1,0,48,0
0,0,0,0,0,166,7,582,83,1,0,1,1,0
0,0,0,0,0,168,8,1148,48,1,1,0,76,1
0,0,0,0.5,0,62,8,2670,132,1,0,1,119,1
1,0,0,0.5,0,5050,8,5189,136,0,1,0,129,0
0,1,0,0.5,0,168,8,1148,38,1,0,0,364,0
0,0,0,0.44,0,5050,8,5189,98,0,1,0,61,1
1,0,0,0.33,0,168,8,1148,137,1,1,0,260,0
0,0,0,0,0,3,7,401,91,1,1,0,1,0
1,0,0,0,0,100,6,1607,120,1,1,0,8,1
0,0,0,0,0,1,5,196,136,1,1,0,1,0
0,0,0,0,0,14,7,989,128,1,1,0,3,0
0,0,0,0.5,0,5050,8,5189,139,0,1,0,76,1
0,0,0,0,0,14,7,989,125,1,1,0,10,0
0,0,0,0,0,2,8,561,104,0,1,0,3,0
0,0,0,0,0,2,8,561,117,0,1,0,4,1
0,0,0,0,0,1,6,1115,132,1,1,0,65,0
0,1,0,1,0,141,4,983,99,1,1,0,86,0
0,1,0,0.5,0,141,4,983,126,1,1,0,105,1
0,0,0,0,0,48,7,5130,140,0,1,0,90,0
1,1,0,1,0,100,6,1607,138,1,0,0,46,0
0,1,0,0.25,0,168,8,1148,126,1,0,1,818,1
0,2,0,0.4,0,168,8,1148,122,1,0,1,3231,0
0,0,0,0,0,3,7,37,107,0,0,0,2,0
2,0,0,0.55,0,5050,8,5189,133,0,1,0,314,1
0,0,0,0,0,1,6,1115,137,1,1,0,1,0
0,0,0,0,0,1,5,196,136,1,1,0,0,0
0,0,0,0,0,48,7,5130,139,0,0,1,109,1
0,0,0,0.67,0,9,3,105,128,0,1,0,0,0
0,0,0,0.33,0,71,6,274,112,0,1,0,8,0
0,0,0,0.67,0,62,8,2670,114,1,1,0,64,1
0,0,0,0,0,2,7,1168,138,1,0,0,5,0
0,0,0,0.2,0,1,7,286,126,0,1,0,0,0
